"","dim","ntrain","mtry_first","mtry_second","min_node_size_spl_first","min_node_size_spl_second","min_node_size_ave_first","min_node_size_ave_second","splitratio_first","splitratio_second","replace_first","replace_second","sample_fraction_first","sample_fraction_second","RsparseT2weak"
"8809",12,1000,4,1,1,3,100,1,0.2,0.5,TRUE,FALSE,0.01,0.01,NA
"8810",12,1000,2,5,1,100,10,3,0.2,0.2,FALSE,TRUE,0.5,0.5,NA
"8811",12,1000,1,7,1,1,30,30,0.8,0.05,FALSE,TRUE,0.632,0.1,NA
"8812",12,1000,6,2,10,1,10,10,0.1,0.3,TRUE,TRUE,0.01,0.1,NA
"8813",12,1000,11,10,100,1,1,30,0.1,0.8,TRUE,FALSE,0.9,0.9,NA
"8814",12,1000,4,5,100,30,30,1,0.3,0.5,FALSE,FALSE,0.5,0.9,NA
"8815",12,1000,11,12,100,10,10,100,0.05,0.3,FALSE,FALSE,0.1,0.3,NA
"8816",12,1000,3,5,3,100,100,100,0.05,0.5,FALSE,TRUE,0.01,0.9,NA
"8817",12,1000,11,5,30,100,30,1,0.05,0.1,FALSE,FALSE,0.9,0.3,NA
"8818",12,1000,6,12,3,100,100,30,0.1,0.3,TRUE,TRUE,0.1,0.632,NA
"8819",12,1000,10,7,30,1,10,30,0.2,0.05,FALSE,FALSE,0.7,0.5,NA
"8820",12,1000,1,7,30,1,1,10,0.1,0.2,FALSE,TRUE,1,0.9,NA
"8821",12,1000,12,7,3,10,30,1,0.1,0.8,FALSE,TRUE,1,0.632,NA
"8822",12,1000,5,6,10,10,100,1,0.2,0.5,FALSE,TRUE,0.632,0.5,NA
"8823",12,1000,6,8,100,1,3,30,0.05,0.05,TRUE,FALSE,0.3,0.632,NA
"8824",12,1000,4,3,3,100,30,1,0.8,0.8,TRUE,TRUE,0.5,0.1,NA
"8825",12,1000,2,11,100,1,10,10,0.1,0.1,FALSE,TRUE,0.7,0.632,NA
"8826",12,1000,7,12,1,10,1,1,0.05,0.05,FALSE,TRUE,0.632,0.3,NA
"8827",12,1000,5,9,1,1,100,10,0.5,0.1,TRUE,FALSE,0.1,1,NA
"8828",12,1000,6,2,100,100,30,30,0.3,0.5,TRUE,TRUE,0.7,0.632,NA
"8829",12,1000,8,2,1,10,100,10,0.05,0.8,TRUE,TRUE,0.7,0.9,NA
"8830",12,1000,2,10,3,30,1,3,0.2,0.8,FALSE,TRUE,0.9,0.01,NA
"8831",12,1000,9,7,30,30,30,1,0.05,0.3,FALSE,FALSE,1,0.1,NA
"8832",12,1000,9,1,1,100,3,10,0.05,0.3,FALSE,FALSE,1,0.1,NA
"8833",12,1000,7,2,10,3,10,3,0.3,0.1,TRUE,FALSE,0.632,0.01,NA
"8834",12,1000,7,5,30,1,1,1,0.3,0.05,TRUE,FALSE,0.3,0.632,NA
"8835",12,1000,12,8,30,100,10,100,0.8,0.3,TRUE,FALSE,1,0.01,NA
"8836",12,1000,9,12,1,1,30,1,0.2,0.3,TRUE,TRUE,0.1,0.632,NA
"8837",12,1000,6,12,1,100,3,100,0.3,0.8,TRUE,TRUE,0.632,0.1,NA
"8838",12,1000,8,8,10,30,100,1,0.3,0.05,TRUE,FALSE,0.1,1,NA
"8839",12,1000,6,3,30,3,30,30,0.5,0.3,FALSE,FALSE,0.5,0.1,NA
"8840",12,1000,2,8,30,3,10,1,0.5,0.3,TRUE,FALSE,0.5,0.7,NA
"8841",12,1000,7,10,30,10,3,10,0.8,0.2,FALSE,FALSE,1,0.632,NA
"8842",12,1000,11,5,10,100,3,1,0.5,0.2,TRUE,FALSE,0.1,0.3,NA
"8843",12,1000,3,7,1,1,3,10,0.8,0.1,FALSE,FALSE,0.01,1,NA
"8844",12,1000,2,12,100,1,30,10,0.8,0.2,FALSE,TRUE,0.01,0.5,NA
"8845",12,1000,6,12,1,30,10,3,0.3,0.1,TRUE,TRUE,0.01,0.3,NA
"8846",12,1000,2,8,10,1,100,100,0.2,0.3,FALSE,FALSE,0.5,0.01,NA
"8847",12,1000,6,7,100,3,30,1,0.2,0.3,TRUE,FALSE,0.9,0.01,NA
"8848",12,1000,1,5,1,3,100,3,0.05,0.8,FALSE,TRUE,0.01,0.1,NA
"8849",12,1000,1,6,10,10,1,100,0.2,0.05,FALSE,TRUE,0.01,1,NA
"8850",12,1000,7,12,10,10,100,100,0.3,0.2,FALSE,FALSE,0.5,0.1,NA
"8851",12,1000,10,12,1,3,100,10,0.2,0.2,TRUE,TRUE,0.01,0.01,NA
"8852",12,1000,11,4,10,3,30,3,0.2,0.05,FALSE,TRUE,0.5,0.632,NA
"8853",12,1000,11,2,100,10,100,1,0.3,0.3,FALSE,FALSE,0.9,0.9,NA
"8854",12,1000,11,6,30,3,1,3,0.2,0.2,TRUE,FALSE,0.9,0.01,NA
"8855",12,1000,2,11,100,30,3,100,0.2,0.1,TRUE,FALSE,0.01,0.7,NA
"8856",12,1000,5,6,3,10,10,30,0.8,0.2,TRUE,TRUE,1,0.01,NA
"8857",12,1000,10,1,3,1,10,10,0.5,0.2,TRUE,FALSE,0.1,0.7,NA
"8858",12,1000,8,3,3,30,1,3,0.1,0.1,TRUE,TRUE,0.7,0.5,NA
"8859",12,1000,5,5,10,1,100,1,0.5,0.2,FALSE,FALSE,0.7,0.3,NA
"8860",12,1000,11,3,100,100,30,100,0.1,0.8,FALSE,TRUE,0.3,0.632,NA
"8861",12,1000,7,6,30,30,10,1,0.05,0.05,FALSE,FALSE,0.7,0.1,NA
"8862",12,1000,9,2,3,100,30,1,0.3,0.05,FALSE,FALSE,0.3,1,NA
"8863",12,1000,8,6,100,1,30,1,0.3,0.5,TRUE,FALSE,0.01,1,NA
"8864",12,1000,5,5,30,1,1,3,0.8,0.5,FALSE,TRUE,0.1,0.5,NA
"8865",12,1000,11,6,30,3,3,3,0.1,0.5,FALSE,FALSE,0.9,0.1,NA
"8866",12,1000,10,12,3,10,3,1,0.2,0.8,FALSE,FALSE,0.632,0.3,NA
"8867",12,1000,8,5,10,30,10,10,0.2,0.5,TRUE,TRUE,0.7,0.9,NA
"8868",12,1000,4,5,100,30,100,30,0.05,0.05,TRUE,FALSE,0.5,0.01,NA
"8869",12,1000,1,4,3,100,3,1,0.3,0.2,FALSE,FALSE,0.632,0.3,NA
"8870",12,1000,10,11,100,30,10,30,0.05,0.3,FALSE,TRUE,0.01,1,NA
"8871",12,1000,11,3,3,100,3,30,0.2,0.05,FALSE,FALSE,0.7,0.5,NA
"8872",12,1000,12,1,30,3,30,1,0.2,0.2,FALSE,FALSE,0.1,0.632,NA
"8873",12,1000,10,5,3,1,30,3,0.3,0.3,TRUE,FALSE,1,0.632,NA
"8874",12,1000,9,8,100,3,1,3,0.5,0.1,FALSE,FALSE,0.7,0.5,NA
"8875",12,1000,2,5,3,30,30,100,0.8,0.05,FALSE,TRUE,0.632,0.1,NA
"8876",12,1000,10,4,3,100,30,10,0.1,0.05,FALSE,FALSE,1,0.632,NA
"8877",12,1000,9,11,30,10,1,1,0.8,0.05,TRUE,TRUE,0.3,0.7,NA
"8878",12,1000,1,2,1,3,3,3,0.2,0.8,TRUE,FALSE,0.1,0.9,NA
"8879",12,1000,12,1,10,30,100,3,0.1,0.5,FALSE,TRUE,0.7,0.7,NA
"8880",12,1000,11,2,100,30,1,1,0.2,0.05,TRUE,FALSE,0.5,0.1,NA
"8881",12,1000,9,7,100,3,30,30,0.2,0.5,FALSE,TRUE,0.1,0.01,NA
"8882",12,1000,7,6,3,30,1,10,0.05,0.5,FALSE,TRUE,0.5,0.632,NA
"8883",12,1000,9,1,10,30,10,1,0.8,0.8,FALSE,TRUE,0.7,0.7,NA
"8884",12,1000,12,5,1,3,10,3,0.1,0.3,FALSE,FALSE,1,0.9,NA
"8885",12,1000,9,11,10,3,30,3,0.1,0.8,TRUE,TRUE,1,0.7,NA
"8886",12,1000,4,3,1,1,100,10,0.1,0.2,FALSE,TRUE,0.7,0.632,NA
"8887",12,1000,5,12,30,3,1,3,0.2,0.8,FALSE,FALSE,0.1,1,NA
"8888",12,1000,10,1,3,3,30,3,0.3,0.5,TRUE,FALSE,0.5,0.01,NA
"8889",12,1000,7,6,10,100,30,10,0.3,0.1,FALSE,TRUE,0.3,0.7,NA
"8890",12,1000,5,2,10,3,3,1,0.05,0.8,FALSE,FALSE,0.01,0.3,NA
"8891",12,1000,6,11,100,100,100,3,0.2,0.2,FALSE,FALSE,0.7,0.1,NA
"8892",12,1000,4,5,3,30,1,3,0.05,0.1,TRUE,TRUE,0.01,0.01,NA
"8893",12,1000,10,7,10,3,3,1,0.3,0.3,FALSE,FALSE,0.5,0.1,NA
"8894",12,1000,6,5,30,3,10,1,0.2,0.2,TRUE,TRUE,0.5,0.5,NA
"8895",12,1000,8,12,30,1,100,10,0.8,0.8,TRUE,TRUE,0.5,0.9,NA
"8896",12,1000,2,11,100,3,30,3,0.05,0.1,TRUE,TRUE,0.7,0.9,NA
"8897",12,1000,6,3,10,1,3,1,0.3,0.8,TRUE,FALSE,0.632,0.9,NA
"8898",12,1000,9,1,30,30,30,10,0.3,0.8,FALSE,FALSE,0.3,0.9,NA
"8899",12,1000,1,11,10,100,3,3,0.1,0.05,TRUE,TRUE,0.1,0.632,NA
"8900",12,1000,7,8,10,1,10,10,0.5,0.2,TRUE,TRUE,0.1,0.5,NA
"8901",12,1000,9,1,1,100,10,1,0.1,0.8,FALSE,TRUE,0.3,0.7,NA
"8902",12,1000,8,3,3,1,1,3,0.3,0.1,TRUE,FALSE,0.01,0.632,NA
"8903",12,1000,6,5,100,1,10,3,0.8,0.3,FALSE,TRUE,0.5,0.3,NA
"8904",12,1000,1,11,3,100,3,3,0.8,0.3,TRUE,FALSE,0.632,1,NA
"8905",12,1000,6,7,100,100,3,3,0.8,0.2,FALSE,TRUE,0.5,0.1,NA
"8906",12,1000,2,12,30,30,3,100,0.3,0.3,FALSE,FALSE,0.3,0.5,NA
"8907",12,1000,5,9,10,30,100,100,0.1,0.5,TRUE,FALSE,0.7,0.7,NA
"8908",12,1000,2,5,3,3,3,10,0.05,0.1,TRUE,FALSE,0.7,0.3,NA
"8909",12,1000,5,6,3,30,1,100,0.8,0.1,TRUE,TRUE,0.632,0.01,NA
"8910",12,1000,4,2,1,10,30,1,0.1,0.1,FALSE,FALSE,0.9,1,NA
"8911",12,1000,11,10,30,30,1,1,0.3,0.8,TRUE,TRUE,0.632,0.9,NA
"8912",12,1000,12,2,100,30,100,30,0.8,0.3,FALSE,TRUE,1,0.9,NA
"8913",12,1000,12,8,10,30,100,1,0.1,0.5,TRUE,FALSE,0.632,0.5,NA
"8914",12,1000,3,8,3,30,100,3,0.8,0.3,FALSE,FALSE,0.9,0.1,NA
"8915",12,1000,9,4,10,30,100,100,0.1,0.2,FALSE,TRUE,0.3,0.7,NA
"8916",12,1000,1,7,100,100,100,30,0.8,0.05,TRUE,FALSE,1,0.632,NA
"8917",12,1000,12,12,30,100,30,3,0.1,0.5,FALSE,TRUE,0.1,0.7,NA
"8918",12,1000,4,7,100,100,30,10,0.1,0.2,TRUE,TRUE,0.3,0.9,NA
"8919",12,1000,11,7,10,100,3,10,0.2,0.2,TRUE,FALSE,0.7,0.9,NA
"8920",12,1000,11,1,100,30,10,3,0.05,0.8,FALSE,TRUE,1,1,NA
"8921",12,1000,5,7,100,1,1,1,0.2,0.1,TRUE,TRUE,0.3,0.7,NA
"8922",12,1000,9,4,3,3,100,30,0.3,0.2,TRUE,FALSE,0.9,0.01,NA
"8923",12,1000,12,6,100,1,3,30,0.3,0.8,FALSE,TRUE,0.3,0.01,NA
"8924",12,1000,12,12,30,3,100,3,0.8,0.05,TRUE,FALSE,0.01,0.1,NA
"8925",12,1000,4,10,3,1,30,100,0.05,0.5,TRUE,FALSE,0.3,1,NA
"8926",12,1000,12,9,1,100,1,3,0.05,0.05,FALSE,TRUE,0.5,0.5,NA
"8927",12,1000,3,4,10,3,10,100,0.8,0.1,TRUE,TRUE,0.3,0.1,NA
"8928",12,1000,8,1,3,10,10,30,0.3,0.8,FALSE,TRUE,0.1,0.01,NA
"8929",12,1000,5,9,100,10,100,100,0.8,0.05,FALSE,FALSE,1,0.9,NA
"8930",12,1000,1,12,1,1,100,3,0.8,0.3,TRUE,FALSE,0.3,0.3,NA
"8931",12,1000,10,3,1,10,100,100,0.3,0.2,FALSE,TRUE,0.7,0.3,NA
"8932",12,1000,1,4,30,100,30,10,0.05,0.3,TRUE,FALSE,0.5,1,NA
"8933",12,1000,10,6,100,1,1,1,0.2,0.2,TRUE,TRUE,0.632,1,NA
"8934",12,1000,8,12,1,3,10,3,0.5,0.5,FALSE,TRUE,0.1,0.01,NA
"8935",12,1000,8,1,3,1,3,3,0.1,0.2,TRUE,FALSE,0.5,0.1,NA
"8936",12,1000,3,9,100,10,1,30,0.8,0.2,FALSE,FALSE,0.3,0.632,NA
"8937",12,1000,12,1,3,3,30,30,0.8,0.8,FALSE,TRUE,0.1,0.01,NA
"8938",12,1000,6,2,1,1,30,30,0.1,0.1,FALSE,TRUE,0.01,0.5,NA
"8939",12,1000,1,4,100,30,10,100,0.05,0.8,FALSE,FALSE,0.1,1,NA
"8940",12,1000,4,8,10,30,3,3,0.1,0.5,FALSE,TRUE,0.7,0.5,NA
"8941",12,1000,11,5,10,1,10,100,0.2,0.1,FALSE,FALSE,0.1,0.5,NA
"8942",12,1000,5,12,1,10,3,100,0.2,0.8,TRUE,TRUE,1,0.7,NA
"8943",12,1000,9,3,30,30,30,3,0.5,0.3,TRUE,TRUE,0.632,0.5,NA
"8944",12,1000,3,4,1,3,100,1,0.8,0.3,FALSE,FALSE,0.9,0.7,NA
"8945",12,1000,4,4,1,3,10,30,0.2,0.3,FALSE,FALSE,0.3,0.01,NA
"8946",12,1000,6,11,3,3,100,100,0.8,0.1,TRUE,TRUE,0.9,1,NA
"8947",12,1000,7,3,100,3,100,1,0.3,0.1,TRUE,TRUE,0.01,1,NA
"8948",12,1000,11,5,30,3,30,30,0.8,0.1,FALSE,TRUE,0.9,0.3,NA
"8949",12,1000,7,5,30,30,3,100,0.8,0.05,TRUE,TRUE,0.1,1,NA
"8950",12,1000,8,10,3,100,30,30,0.5,0.2,TRUE,FALSE,0.3,1,NA
"8951",12,1000,7,3,30,30,30,3,0.1,0.1,TRUE,FALSE,0.01,0.01,NA
"8952",12,1000,10,1,100,3,3,30,0.1,0.2,TRUE,FALSE,0.1,0.632,NA
"8953",12,1000,2,11,30,30,1,10,0.5,0.5,TRUE,TRUE,0.9,0.9,NA
"8954",12,1000,12,10,3,30,10,30,0.3,0.05,TRUE,FALSE,1,1,NA
"8955",12,1000,6,9,1,1,100,3,0.5,0.8,TRUE,TRUE,0.1,1,NA
"8956",12,1000,9,1,1,3,100,3,0.1,0.05,FALSE,TRUE,1,0.5,NA
"8957",12,1000,7,9,3,1,30,100,0.05,0.05,TRUE,FALSE,0.632,0.5,NA
"8958",12,1000,3,7,10,3,1,100,0.8,0.1,TRUE,TRUE,0.3,1,NA
"8959",12,1000,3,1,100,100,10,10,0.5,0.2,FALSE,FALSE,0.7,0.9,NA
"8960",12,1000,6,3,1,3,10,1,0.1,0.1,TRUE,FALSE,1,0.01,NA
"8961",12,1000,8,3,10,3,1,30,0.5,0.05,TRUE,FALSE,0.3,0.1,NA
"8962",12,1000,12,8,3,1,100,3,0.2,0.3,TRUE,FALSE,0.3,0.9,NA
"8963",12,1000,9,10,10,3,100,1,0.05,0.8,TRUE,TRUE,0.1,1,NA
"8964",12,1000,9,3,100,3,100,3,0.3,0.1,FALSE,TRUE,0.1,0.632,NA
"8965",12,1000,6,9,30,10,30,100,0.5,0.3,FALSE,TRUE,0.9,0.632,NA
"8966",12,1000,3,5,30,3,3,3,0.3,0.8,FALSE,FALSE,0.3,1,NA
"8967",12,1000,5,9,1,1,1,1,0.3,0.8,TRUE,TRUE,0.3,0.632,NA
"8968",12,1000,1,9,3,30,30,1,0.2,0.1,FALSE,FALSE,0.3,0.1,NA
"8969",12,1000,7,12,100,30,100,3,0.2,0.3,TRUE,FALSE,0.1,0.01,NA
"8970",12,1000,3,2,30,1,30,1,0.5,0.2,TRUE,FALSE,0.1,0.1,NA
"8971",12,1000,7,3,3,30,100,10,0.1,0.2,TRUE,TRUE,0.7,0.1,NA
"8972",12,1000,10,8,10,3,10,10,0.8,0.8,TRUE,FALSE,0.01,0.3,NA
"8973",12,1000,6,2,10,3,3,1,0.05,0.2,TRUE,TRUE,0.3,0.3,NA
"8974",12,1000,3,12,3,1,30,10,0.3,0.5,TRUE,FALSE,0.01,0.7,NA
"8975",12,1000,6,6,30,3,1,10,0.8,0.2,TRUE,FALSE,0.3,0.01,NA
"8976",12,1000,4,10,1,100,1,10,0.05,0.1,TRUE,TRUE,0.3,1,NA
"8977",12,1000,7,11,3,3,30,30,0.8,0.3,FALSE,TRUE,1,1,NA
"8978",12,1000,6,12,10,1,10,3,0.3,0.2,TRUE,FALSE,0.5,0.632,NA
"8979",12,1000,7,9,1,10,1,100,0.5,0.2,TRUE,TRUE,0.1,0.3,NA
"8980",12,1000,2,7,3,1,10,100,0.3,0.5,FALSE,TRUE,1,0.1,NA
"8981",12,1000,1,2,1,10,3,30,0.05,0.3,FALSE,FALSE,0.3,1,NA
"8982",12,1000,9,6,3,3,10,3,0.05,0.5,FALSE,TRUE,0.5,0.632,NA
"8983",12,1000,1,10,3,3,100,30,0.5,0.5,FALSE,FALSE,0.5,0.5,NA
"8984",12,1000,1,11,100,100,1,30,0.8,0.5,FALSE,TRUE,0.9,1,NA
"8985",12,1000,2,8,3,3,30,1,0.05,0.1,FALSE,TRUE,0.3,0.01,NA
"8986",12,1000,10,8,100,1,30,3,0.1,0.05,TRUE,TRUE,0.5,0.7,NA
"8987",12,1000,4,8,30,1,3,3,0.3,0.05,FALSE,TRUE,0.5,0.7,NA
"8988",12,1000,12,5,1,100,1,3,0.1,0.05,TRUE,TRUE,0.5,0.3,NA
"8989",12,1000,3,2,1,3,1,100,0.1,0.05,TRUE,FALSE,0.1,0.01,NA
"8990",12,1000,3,11,3,10,3,3,0.5,0.2,FALSE,FALSE,0.632,0.01,NA
"8991",12,1000,7,4,3,30,30,100,0.8,0.3,FALSE,TRUE,0.632,0.1,NA
"8992",12,1000,7,7,10,1,100,1,0.1,0.05,FALSE,FALSE,1,0.632,NA
"8993",12,1000,1,12,1,30,1,3,0.3,0.8,FALSE,FALSE,0.3,0.3,NA
"8994",12,1000,12,3,30,3,3,1,0.2,0.1,FALSE,TRUE,0.5,0.01,NA
"8995",12,1000,9,11,3,3,10,100,0.05,0.2,FALSE,TRUE,0.632,0.632,NA
"8996",12,1000,1,12,10,100,3,100,0.05,0.8,FALSE,TRUE,0.632,0.1,NA
"8997",12,1000,2,12,30,1,3,100,0.1,0.5,TRUE,TRUE,1,0.5,NA
"8998",12,1000,5,11,1,30,1,10,0.2,0.8,FALSE,FALSE,1,0.5,NA
"8999",12,1000,12,4,100,30,3,1,0.2,0.2,FALSE,FALSE,0.5,0.9,NA
"9000",12,1000,7,7,30,3,1,100,0.05,0.5,TRUE,FALSE,0.7,1,NA
"9001",12,1000,6,2,3,3,10,3,0.3,0.3,TRUE,TRUE,1,0.1,NA
"9002",12,1000,6,6,10,10,100,100,0.1,0.2,FALSE,TRUE,0.1,0.7,NA
"9003",12,1000,12,6,10,100,30,1,0.5,0.8,TRUE,TRUE,0.1,0.9,NA
"9004",12,1000,5,5,1,100,100,1,0.05,0.3,TRUE,TRUE,0.3,1,NA
"9005",12,1000,4,2,100,30,100,100,0.05,0.8,TRUE,TRUE,1,0.3,NA
"9006",12,1000,5,8,3,100,30,10,0.8,0.8,FALSE,FALSE,0.3,0.3,NA
"9007",12,1000,9,12,3,30,3,100,0.1,0.1,TRUE,TRUE,1,0.3,NA
"9008",12,1000,5,11,30,10,3,3,0.5,0.1,FALSE,FALSE,0.7,0.1,NA
"9009",12,1000,12,8,10,100,100,1,0.2,0.5,FALSE,FALSE,0.9,0.9,NA
"9010",12,1000,3,1,100,10,3,3,0.05,0.1,FALSE,FALSE,0.7,0.7,NA
"9011",12,1000,11,8,10,30,1,1,0.05,0.8,FALSE,TRUE,0.9,0.01,NA
"9012",12,1000,10,2,10,1,10,1,0.2,0.2,TRUE,TRUE,0.632,0.1,NA
"9013",12,1000,1,4,100,100,3,30,0.2,0.05,TRUE,FALSE,0.7,0.7,NA
"9014",12,1000,11,7,1,1,10,1,0.1,0.1,FALSE,FALSE,0.5,0.5,NA
"9015",12,1000,12,9,30,100,30,3,0.3,0.05,TRUE,FALSE,0.7,0.9,NA
"9016",12,1000,7,6,10,3,1,100,0.5,0.05,FALSE,TRUE,0.9,0.3,NA
"9017",12,1000,2,8,100,100,30,30,0.8,0.05,FALSE,FALSE,0.5,0.01,NA
"9018",12,1000,7,11,30,10,10,100,0.8,0.2,TRUE,FALSE,0.9,0.3,NA
"9019",12,1000,8,11,1,30,100,30,0.3,0.5,FALSE,FALSE,0.5,0.5,NA
"9020",12,1000,2,7,100,1,3,3,0.05,0.8,FALSE,TRUE,0.01,0.01,NA
"9021",12,1000,7,4,1,3,30,100,0.05,0.1,FALSE,TRUE,0.632,0.7,NA
"9022",12,1000,9,4,3,1,10,1,0.3,0.05,FALSE,TRUE,0.3,0.9,NA
"9023",12,1000,11,1,1,1,100,100,0.05,0.05,FALSE,FALSE,0.5,0.01,NA
"9024",12,1000,9,2,30,3,1,30,0.1,0.8,FALSE,TRUE,0.9,1,NA
"9025",12,1000,11,11,10,3,10,10,0.8,0.05,TRUE,FALSE,1,0.632,NA
"9026",12,1000,3,6,10,100,10,1,0.5,0.05,TRUE,TRUE,1,0.3,NA
"9027",12,1000,6,5,30,100,3,1,0.05,0.05,FALSE,TRUE,0.1,1,NA
"9028",12,1000,7,11,1,1,100,100,0.05,0.8,TRUE,FALSE,0.632,0.01,NA
"9029",12,1000,10,2,100,3,30,100,0.2,0.5,FALSE,FALSE,1,0.5,NA
"9030",12,1000,7,4,3,3,1,3,0.2,0.8,FALSE,FALSE,0.1,1,NA
"9031",12,1000,6,6,3,10,1,100,0.1,0.3,TRUE,FALSE,0.3,0.01,NA
"9032",12,1000,2,4,100,10,100,1,0.3,0.5,TRUE,TRUE,0.9,1,NA
"9033",12,1000,6,5,3,10,3,30,0.3,0.3,FALSE,TRUE,0.01,0.5,NA
"9034",12,1000,11,11,100,3,1,1,0.5,0.8,TRUE,TRUE,0.01,0.3,NA
"9035",12,1000,4,3,3,30,3,3,0.8,0.1,FALSE,TRUE,0.632,0.5,NA
"9036",12,1000,2,5,3,10,10,3,0.5,0.1,TRUE,FALSE,1,0.632,NA
"9037",12,1000,4,4,1,30,3,100,0.8,0.3,TRUE,FALSE,0.9,0.632,NA
"9038",12,1000,5,8,100,30,10,1,0.1,0.2,TRUE,FALSE,0.01,0.7,NA
"9039",12,1000,4,9,1,10,1,1,0.2,0.05,FALSE,FALSE,0.1,0.5,NA
"9040",12,1000,12,5,1,100,100,10,0.3,0.8,FALSE,FALSE,0.3,0.632,NA
"9041",12,1000,5,3,1,30,30,1,0.8,0.2,FALSE,TRUE,0.01,0.3,NA
"9042",12,1000,10,1,10,100,1,10,0.1,0.2,TRUE,TRUE,0.3,0.3,NA
"9043",12,1000,4,4,100,3,3,3,0.5,0.05,TRUE,FALSE,0.3,0.01,NA
"9044",12,1000,6,8,3,1,3,100,0.8,0.8,TRUE,FALSE,0.7,0.01,NA
"9045",12,1000,7,4,100,10,10,100,0.1,0.5,TRUE,FALSE,0.9,1,NA
"9046",12,1000,8,1,10,30,100,3,0.5,0.3,TRUE,FALSE,0.632,0.1,NA
"9047",12,1000,10,8,10,30,30,100,0.2,0.1,TRUE,TRUE,0.632,0.7,NA
"9048",12,1000,11,4,1,10,1,3,0.8,0.8,TRUE,FALSE,0.01,0.5,NA
"9049",12,1000,10,6,30,1,100,10,0.05,0.5,TRUE,FALSE,1,0.3,NA
"9050",12,1000,7,7,30,3,100,30,0.1,0.5,TRUE,FALSE,0.01,0.3,NA
"9051",12,1000,8,10,10,1,10,100,0.5,0.1,TRUE,TRUE,1,0.3,NA
"9052",12,1000,4,12,3,30,10,1,0.2,0.8,FALSE,TRUE,0.3,0.632,NA
"9053",12,1000,12,10,3,10,30,30,0.2,0.3,FALSE,FALSE,0.9,0.01,NA
"9054",12,1000,7,8,3,10,1,100,0.2,0.1,TRUE,FALSE,1,0.632,NA
"9055",12,1000,9,7,10,1,10,100,0.1,0.8,TRUE,TRUE,1,0.01,NA
"9056",12,1000,3,9,1,100,1,100,0.5,0.8,TRUE,FALSE,0.632,0.1,NA
"9057",12,1000,9,4,3,3,3,30,0.2,0.2,FALSE,TRUE,0.3,0.7,NA
"9058",12,1000,7,11,3,1,10,10,0.2,0.05,TRUE,TRUE,0.5,0.01,NA
"9059",12,1000,7,6,3,1,1,30,0.5,0.3,TRUE,TRUE,0.632,0.1,NA
"9060",12,1000,9,5,1,100,100,1,0.05,0.2,TRUE,FALSE,0.5,0.632,NA
"9061",12,1000,1,10,30,100,1,100,0.3,0.1,FALSE,TRUE,0.632,0.5,NA
"9062",12,1000,7,8,100,3,30,1,0.05,0.2,TRUE,TRUE,0.632,0.01,NA
"9063",12,1000,3,8,3,30,1,100,0.8,0.3,FALSE,TRUE,0.7,0.1,NA
"9064",12,1000,12,12,10,30,10,30,0.3,0.3,TRUE,FALSE,0.632,0.632,NA
"9065",12,1000,11,11,3,10,100,1,0.8,0.05,FALSE,FALSE,0.01,0.1,NA
"9066",12,1000,7,3,3,30,3,30,0.3,0.3,FALSE,TRUE,0.632,0.3,NA
"9067",12,1000,1,10,1,1,1,10,0.05,0.3,TRUE,FALSE,1,0.01,NA
"9068",12,1000,5,1,100,3,30,30,0.8,0.1,FALSE,FALSE,0.01,0.3,NA
"9069",12,1000,3,5,30,1,3,3,0.3,0.8,TRUE,TRUE,0.7,0.5,NA
"9070",12,1000,7,6,100,1,10,1,0.3,0.8,FALSE,FALSE,0.1,0.9,NA
"9071",12,1000,4,9,1,100,30,1,0.05,0.2,TRUE,FALSE,0.01,0.632,NA
"9072",12,1000,5,11,30,10,10,10,0.8,0.3,FALSE,TRUE,0.3,0.5,NA
"9073",12,1000,2,12,1,3,100,3,0.2,0.05,FALSE,FALSE,0.5,1,NA
"9074",12,1000,7,6,100,1,30,1,0.05,0.2,FALSE,TRUE,0.9,0.9,NA
"9075",12,1000,11,5,10,100,1,3,0.5,0.3,TRUE,TRUE,0.7,0.7,NA
"9076",12,1000,5,10,10,3,1,1,0.1,0.05,TRUE,FALSE,1,1,NA
"9077",12,1000,1,1,1,10,10,1,0.5,0.1,TRUE,FALSE,1,0.1,NA
"9078",12,1000,2,7,100,10,10,30,0.2,0.5,FALSE,FALSE,0.1,0.7,NA
"9079",12,1000,4,11,100,3,1,10,0.5,0.2,TRUE,FALSE,1,0.632,NA
"9080",12,1000,11,5,3,30,3,10,0.2,0.5,FALSE,TRUE,0.632,0.01,NA
"9081",12,1000,10,8,10,3,1,3,0.2,0.05,TRUE,TRUE,0.7,0.7,NA
"9082",12,1000,6,3,1,30,3,30,0.3,0.05,FALSE,FALSE,0.9,0.9,NA
"9083",12,1000,4,7,3,10,30,100,0.5,0.1,TRUE,FALSE,0.3,0.7,NA
"9084",12,1000,12,7,10,100,1,100,0.05,0.2,TRUE,FALSE,0.9,0.5,NA
"9085",12,1000,4,8,1,100,30,30,0.1,0.8,TRUE,TRUE,0.632,0.1,NA
"9086",12,1000,11,5,1,100,3,10,0.3,0.3,TRUE,FALSE,0.5,0.1,NA
"9087",12,1000,4,9,100,1,100,10,0.05,0.1,FALSE,TRUE,0.5,0.3,NA
"9088",12,1000,3,11,100,3,3,1,0.2,0.8,FALSE,FALSE,0.3,0.632,NA
